,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure,Goal,Goal_Win
119023,aaa7a6cb-1fb0-4a77-873d-cca9821a0479,78,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 38.1, 3.5]",Left Wing,"[95.9, 38.3]",1.002204,,Off T,Free Kick,266149,,0,False
119024,d37c3ed6-0d9c-4b01-a209-5ea8f71f55cb,81,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.9, 1.1]",Center Forward,"[112.4, 40.8]",0.629369,,Goal,Open Play,266149,,1,True
119028,f6248d9a-7a47-4cbc-bcec-db0d49f3adde,2,Barcelona,From Corner,Barcelona,Ivan Rakitić,"[120.0, 30.1, 1.9]",Right Center Midfield,"[103.3, 58.2]",1.3872,,Off T,Open Play,266620,,0,False
119029,835414d7-1a16-4772-9b44-33198d6ac6e5,3,Barcelona,From Free Kick,Barcelona,Jordi Alba Ramos,"[113.0, 34.3, 0.5]",Left Back,"[105.6, 31.5]",0.2194,True,Saved,Open Play,266620,,0,False
119030,8f395456-04bf-4445-8a2d-4286aab7e312,7,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.4, 0.2]",Right Wing,"[113.4, 36.5]",0.7681,,Goal,Open Play,266620,,1,True
119031,878c32a3-c121-4ffa-bfa0-738a741e2f5b,13,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.5, 0.2]",Right Wing,"[118.0, 32.9]",0.3865,,Goal,Open Play,266620,,1,True
119032,d5b45612-8b04-4132-8e65-646962dd361b,26,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 33.6, 0.2]",Center Forward,"[112.0, 38.0]",0.4783,,Off T,Open Play,266620,,0,False
119033,e5c72fcb-d251-44b8-af78-77d3c70716dc,27,Granada,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[103.5, 40.4]",Center Forward,"[61.4, 52.5]",1.749,,Wayward,Open Play,266620,,0,False
119034,71cd0013-b521-4779-afc5-5394e2eb2da9,30,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.6, 41.0, 0.2]",Right Wing,"[112.4, 43.9]",0.4203,,Saved,Open Play,266620,,0,False
119036,488ffddb-9ab6-4544-addd-ab357c9b7cca,35,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 43.3, 3.5]",Left Wing,"[105.4, 32.0]",1.3487,,Off T,Open Play,266620,,0,False
119037,0c36ed11-c54f-4c02-a785-e759fb44e3db,37,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 47.6, 1.9]",Right Center Midfield,"[86.9, 49.2]",1.1048,,Off T,Open Play,266620,,0,False
119038,dfc02aa8-1d14-4235-ba3c-5e2f307a7fcc,41,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 35.6, 1.5]",Left Wing,"[109.1, 28.8]",0.737483,,Off T,Open Play,266620,,0,False
119043,60244f4f-6908-4184-9bb2-88c8ae8cd287,57,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[116.1, 31.1, 0.2]",Left Wing,"[115.3, 28.7]",0.1862,True,Saved to Post,Open Play,266620,,0,False
119044,f174a9b1-4af0-4810-9595-32f9aa2a2adf,57,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.7, 2.2]",Right Wing,"[112.6, 39.5]",0.8414,,Goal,Open Play,266620,,1,True
119045,778691a3-e720-41ca-b721-c82ee10cf14a,60,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[103.0, 56.9]",Right Wing,"[97.1, 62.0]",0.3016,,Blocked,Free Kick,266620,,0,False
119047,21129060-6e72-4ed0-ad2b-01a14d09323e,72,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[119.2, 41.0, 1.3]",Center Forward,"[106.2, 25.7]",1.2638,,Saved,Open Play,266620,,0,False
119048,23599740-77c4-4f17-8ce3-3174ac1daf43,80,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 49.3, 4.9]",Left Wing,"[104.6, 20.7]",1.4055,,Off T,Open Play,266620,,0,False
119049,9533ec32-65aa-400f-a673-8cc1a7af8d70,82,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 37.4, 2.4]",Left Wing,"[116.9, 35.2]",0.6299,True,Goal,Open Play,266620,,1,True
119050,0a5adf6b-54a2-440e-a7b0-9ece4e2e50f7,85,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 29.3, 6.6]",Center Forward,"[100.3, 51.6]",1.0614,,Off T,Open Play,266620,,0,False
119052,5dc2d419-875d-4d8a-b3f3-2d5506f16eb5,4,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[109.2, 51.2]",Center Forward,"[106.3, 54.0]",0.2291,,Blocked,Open Play,266056,,0,False
119053,ef7616a9-3c46-48f6-85d1-63e44c7bdbbf,7,Barcelona,From Throw In,Barcelona,Munir El Haddadi Mohamed,"[120.0, 38.5, 0.0]",Left Wing,"[118.7, 36.5]",0.2868,,Goal,Open Play,266056,,1,True
119054,9f6c2d3d-2982-489e-afda-6417c60051a9,9,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 35.4, 3.4]",Center Forward,"[108.8, 29.2]",0.8754,True,Off T,Open Play,266056,,0,False
119058,47d6ab6a-c49a-4d61-9ee9-0986aa3e2936,41,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.5, 0.0]",Right Wing,"[105.3, 30.5]",0.8655,,Goal,Open Play,266056,True,1,True
119059,4a0e65d8-68ea-4d88-92d1-b96394a97383,54,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[109.3, 29.7]",Right Wing,"[108.8, 29.3]",0.0946,,Blocked,Open Play,266056,,0,False
119061,0df9c67a-bc62-45b2-b56d-e14236656e76,70,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.7, 42.5, 0.8]",Right Wing,"[88.2, 39.9]",1.2557,,Saved,Free Kick,266056,,0,False
119062,35b4f6c7-6371-4a2e-aa01-6b70f4425b50,75,Barcelona,Other,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 40.1, 1.3]",Right Wing,"[108.1, 40.2]",0.8738,,Goal,Penalty,266056,,1,True
119064,e7dac074-8dbc-4c4b-9f27-5f49d2914987,82,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[118.9, 38.7, 1.6]",Center Forward,"[108.8, 38.4]",0.6932,,Saved,Open Play,266056,,0,False
119066,fd626ba5-317e-425b-a8e8-4b82c68cb79f,83,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.5, 0.5]",Center Forward,"[114.1, 51.8]",0.7769,,Goal,Open Play,266056,,1,True
119068,0c3aa353-efec-4f36-b5a3-51fa2783a446,90,Barcelona,Regular Play,Barcelona,Sergi Roberto Carnicer,"[118.4, 37.7, 0.9]",Left Center Midfield,"[101.9, 34.1]",0.7354,,Saved,Open Play,266056,,0,False
119069,b11e0637-cfb1-4e17-8fac-323e15cae1e5,6,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[93.9, 44.9]",Right Center Midfield,"[92.0, 45.0]",0.0799,,Blocked,Open Play,267327,,0,False
119071,2ccf348a-e0b4-4511-a2c9-370dbb68c6bb,21,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 33.8, 1.6]",Right Wing,"[90.0, 33.7]",1.2262,,Off T,Free Kick,267327,,0,False
119074,d8b9e96b-b28b-4ede-97d1-7e481e8ef7f0,24,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[119.0, 38.8, 1.4]",Left Wing,"[109.2, 38.0]",0.6102,,Saved,Open Play,267327,,0,False
119075,cd601a51-46cb-43c2-852e-c39a8a886a95,28,Barcelona,Other,Barcelona,Neymar da Silva Santos Junior,"[120.0, 42.5, 3.0]",Left Wing,"[108.0, 40.1]",0.7486,True,Post,Penalty,267327,,0,False
119076,9cf06871-d8b6-4b07-a283-bef3cc99730c,32,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.6, 0.2]",Right Wing,"[112.3, 38.2]",0.945,,Goal,Open Play,267327,,1,True
119077,c0923ada-1a69-486c-9d4e-c1b9d5a74823,37,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 44.3, 0.9]",Center Forward,"[114.4, 54.5]",0.4777,True,Off T,Open Play,267327,,0,False
119078,4417b4e8-b556-4f4a-b67f-e2469afc1c3e,45,Barcelona,From Kick Off,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 37.6, 0.3]",Center Forward,"[108.4, 31.0]",0.7515,True,Goal,Open Play,267327,True,1,True
119081,4c59e202-9361-4d9e-a4b7-c470eb84d684,60,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[110.6, 37.5]",Right Wing,"[107.7, 37.0]",0.248,,Blocked,Open Play,267327,,0,False
119082,7841a68b-37c0-4413-bc49-0d67508c06f1,60,Barcelona,From Corner,Barcelona,Neymar da Silva Santos Junior,"[120.0, 36.1, 0.2]",Left Wing,"[111.7, 34.1]",0.5828,,Post,Open Play,267327,,0,False
119083,ad2fa0cc-f860-4c24-8766-2a33bca83636,61,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[114.9, 36.2, 0.8]",Right Wing,"[109.8, 30.2]",0.2425,,Saved,Open Play,267327,,0,False
119086,2387cab7-3377-467f-b64f-561453adad90,66,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[112.9, 33.3]",Left Wing,"[111.5, 32.3]",0.1523,,Blocked,Open Play,267327,,0,False
119087,065c7c21-8043-41d4-962f-842259356574,68,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.9, 37.2, 2.4]",Right Wing,"[91.6, 30.9]",1.2006,,Saved to Post,Free Kick,267327,,0,False
119089,a9b61d28-e4fe-41c5-9298-15fb4800a107,71,Barcelona,Regular Play,Barcelona,Daniel Alves da Silva,"[120.0, 37.9, 3.0]",Right Back,"[110.0, 55.0]",1.1321,,Post,Open Play,267327,,0,False
119090,12608f4d-c9bb-44c3-b617-a6a1d84d7863,72,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[114.7, 33.4, 0.7]",Center Forward,"[111.9, 28.9]",0.224,True,Saved,Open Play,267327,,0,False
119091,a313be2b-9894-459d-82e2-4c2b43291284,73,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.5, 2.8]",Right Wing,"[96.3, 43.0]",1.1941,,Post,Free Kick,267327,,0,False
119095,5b93289e-0ffe-4057-8649-a41ce1eb9132,82,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.9, 0.3]",Center Forward,"[112.8, 36.0]",0.5365,,Goal,Open Play,267327,,1,True
119100,c345099c-91c4-44db-ba55-2794bc8e8dd1,14,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[117.4, 46.4, 0.9]",Right Center Midfield,"[112.8, 53.3]",0.213849,,Saved,Open Play,266166,,0,False
119102,c77f184e-5070-4b23-8c85-05ddd704a87c,23,Barcelona,From Corner,Barcelona,Rafael Alcântara do Nascimento,"[116.4, 42.4]",Right Wing,"[111.4, 33.5]",0.522737,,Wayward,Open Play,266166,,0,False
119103,f7f48237-38e1-4df0-8ebe-4e8bf60344d7,23,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 41.5, 2.8]",Center Forward,"[117.2, 44.8]",0.377,True,Post,Open Play,266166,,0,False
119105,cfd7f54f-3ad0-4a24-a607-eba476077c69,34,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[109.0, 37.6]",Left Wing,"[107.3, 36.8]",0.1785,,Blocked,Open Play,266166,,0,False
119106,e2b7e1f9-5569-4e99-ac4f-04033da0b2c8,35,Barcelona,From Corner,Barcelona,Jérémy Mathieu,"[113.1, 40.5]",Left Center Back,"[112.1, 40.5]",0.14,,Blocked,Open Play,266166,True,0,False
119107,82d982bc-dee9-4794-8322-67356822693b,35,Barcelona,From Corner,Barcelona,Sergi Roberto Carnicer,"[108.5, 41.5]",Right Back,"[97.6, 42.7]",0.3667,,Blocked,Open Play,266166,,0,False
119108,54f58736-1445-4487-9cbb-0b9f8e99acc8,35,Barcelona,From Corner,Barcelona,Neymar da Silva Santos Junior,"[120.0, 33.7, 0.2]",Left Wing,"[103.1, 31.0]",1.117529,,Off T,Open Play,266166,True,0,False
119113,56fe3a74-4d72-474c-9fe8-ad62e90193aa,54,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 36.9, 2.4]",Left Wing,"[94.2, 30.2]",0.971597,,Goal,Free Kick,266166,,1,True
119114,bb0b8f18-4e6f-47fd-8c42-042f8014deaf,64,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 49.5, 0.1]",Center Forward,"[106.7, 49.8]",0.8037,,Off T,Open Play,266166,,0,False
119115,8a9d7993-93e3-48c3-b4a9-ef3a8563de75,66,Barcelona,From Corner,Barcelona,Neymar da Silva Santos Junior,"[118.2, 38.3]",Left Wing,"[114.4, 32.1]",0.4285,True,Blocked,Open Play,266166,,0,False
119118,8498ccd6-ffd2-4a96-9b0d-d78237d2b263,76,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.9, 0.8]",Right Wing,"[110.8, 32.5]",0.700585,,Goal,Open Play,266166,,1,True
119119,d9d95a37-42ea-4814-9a6f-60ce37edc8bb,78,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[116.3, 36.1, 0.2]",Center Forward,"[109.5, 29.6]",0.298886,,Saved,Open Play,266166,,0,False
119121,35fcd08c-df07-45c0-a6f3-d233abd3148d,85,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 40.7, 5.3]",Right Wing,"[99.7, 36.1]",1.0856,,Off T,Open Play,266166,,0,False
119122,267c76c2-ddb7-4d03-82cd-ed290566bb28,89,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 46.4, 5.9]",Right Wing,"[94.1, 27.2]",1.316199,,Off T,Free Kick,266166,,0,False
119123,30ae6a3d-f58e-4c83-aedb-025799d17c88,0,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[120.0, 41.4, 3.5]",Left Center Midfield,"[85.5, 35.3]",1.280766,,Off T,Open Play,266160,,0,False
119127,75591329-2fa2-4bf2-a779-f70580ef975b,16,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[118.6, 41.5, 1.0]",Left Wing,"[105.3, 23.8]",0.7687,,Saved,Open Play,266160,,0,False
119129,54b32f77-c300-4f29-b71d-91701f40209a,24,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 35.5, 1.3]",Center Forward,"[114.8, 34.4]",0.853799,,Off T,Open Play,266160,,0,False
119134,026897e1-563d-4f30-935c-b0eb11ea39ea,39,Barcelona,From Corner,Barcelona,Daniel Alves da Silva,"[120.0, 43.2, 5.8]",Right Back,"[91.2, 45.8]",1.79972,,Off T,Open Play,266160,,0,False
119135,770ef86c-002e-4d3d-ad18-a2edf5aa6c53,42,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 38.3, 4.6]",Left Wing,"[96.2, 22.5]",1.181234,,Off T,Free Kick,266160,,0,False
119138,121a5aed-69f0-49e0-a35d-b5de8764724a,47,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[118.5, 39.4, 0.1]",Right Wing,"[98.5, 33.0]",1.386097,,Saved,Open Play,266160,,0,False
119140,366f1768-84c2-47de-bf44-815eb9cb0753,50,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[120.0, 48.1, 0.9]",Left Center Midfield,"[93.4, 34.3]",1.315455,,Off T,Open Play,266160,,0,False
119141,cef8557a-7a2c-4679-94f2-368d24849a4d,58,Barcelona,From Corner,Barcelona,Ivan Rakitić,"[119.0, 42.1, 2.0]",Right Center Midfield,"[114.6, 48.2]",0.4594,,Saved,Open Play,266160,,0,False
119144,ef31f3fa-5e21-4b74-9bd9-dce4de980aef,66,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 46.9, 0.9]",Right Wing,"[96.7, 25.6]",1.786118,,Off T,Free Kick,266160,,0,False
119145,4229d480-d8c6-46dc-acca-29ff0c0bbf25,75,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 57.4, 5.7]",Left Wing,"[95.8, 36.3]",2.612595,,Off T,Open Play,266160,True,0,False
119147,d6f80f79-7e1b-4f8c-b21e-d4b0c4e8ccd1,91,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 37.7, 1.1]",Center Forward,"[105.3, 39.0]",0.910527,,Goal,Open Play,266160,,1,True
119148,59aea03e-6b24-4db8-99c2-b6f2cc53fd70,4,Barcelona,Regular Play,Barcelona,Jordi Alba Ramos,"[110.0, 24.9]",Left Back,"[102.7, 19.9]",0.3662,,Blocked,Open Play,265839,,0,False
119152,ee0719d0-f8b8-40bd-b0cb-ca14ebb4b092,12,Barcelona,From Keeper,Barcelona,Luis Alberto Suárez Díaz,"[119.2, 42.9, 1.6]",Center Forward,"[108.6, 52.9]",0.4091,,Saved,Open Play,265839,True,0,False
119153,4cc79861-044f-427e-b7e6-87b89b8751e5,12,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 39.6, 2.8]",Center Forward,"[103.4, 36.3]",0.6739,,Post,Open Play,265839,,0,False
119154,5f4f2d01-c6b4-4498-8c4d-082cd826f129,13,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 42.4, 5.7]",Center Forward,"[103.0, 18.5]",1.2739,,Off T,Open Play,265839,,0,False
119156,9192cf7e-cdb8-4ae3-b80d-8c630c313cb5,30,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.8, 2.1]",Right Wing,"[99.6, 29.6]",1.178268,,Goal,Free Kick,265839,,1,True
119159,02328fb3-611b-40e3-a166-0548192a6205,36,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.8, 37.3, 0.2]",Right Wing,"[108.3, 28.1]",0.604065,,Saved,Open Play,265839,,0,False
119160,cfe8f49b-a373-4346-99ff-c04743ad193d,43,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[109.1, 51.5]",Right Wing,"[107.6, 54.3]",0.2898,,Blocked,Open Play,265839,,0,False
119161,4c8b4252-62bd-47c1-974a-b999ffbf49c8,46,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[119.2, 37.2, 1.5]",Left Wing,"[113.0, 32.0]",0.4415,,Saved,Open Play,265839,,0,False
119162,abf79cea-400e-4bc8-91fd-34f9ab79b58b,47,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[120.0, 40.1, 0.5]",Right Center Back,"[116.4, 43.2]",0.453416,,Goal,Open Play,265839,True,1,True
119164,c4b12895-9b79-4dc0-a0fd-a7cea585f5ab,51,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[114.6, 42.9, 1.6]",Left Wing,"[111.6, 42.9]",0.2753,,Saved,Open Play,265839,,0,False
119165,77bee5aa-6b7f-413e-b404-72b553525a70,53,Barcelona,Regular Play,Barcelona,Sergio Busquets i Burgos,"[119.2, 43.2, 0.9]",Center Defensive Midfield,"[98.6, 48.5]",0.6639,,Saved,Open Play,265839,,0,False
119166,48b2ac9a-5063-4383-b4bc-392ff44550e7,54,Barcelona,From Corner,Barcelona,Jérémy Mathieu,"[120.0, 32.7, 3.9]",Left Center Back,"[111.8, 33.5]",0.5618,,Off T,Open Play,265839,,0,False
119168,d92e5844-0a73-4ec4-adc5-9db85c2fae3c,59,Barcelona,From Free Kick,Barcelona,Sergi Roberto Carnicer,"[112.7, 40.6]",Right Center Midfield,"[107.2, 41.1]",0.405,,Blocked,Open Play,265839,,0,False
119171,c4ae86f8-eec7-4072-9f5f-b88b8749369f,72,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[114.9, 41.9, 0.5]",Center Forward,"[108.5, 42.2]",0.9368,,Saved,Open Play,265839,,0,False
119172,ee7df819-9520-4f4b-8b00-551b80d5f895,75,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 49.7, 0.0]",Right Wing,"[110.8, 29.0]",1.2417,,Off T,Open Play,265839,True,0,False
119175,83e9b9c0-fb53-45ea-aa6b-8770cef4db60,6,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 44.0, 4.7]",Left Wing,"[102.2, 34.0]",0.9418,,Off T,Open Play,266424,True,0,False
119176,2615ee15-14b2-4abc-864d-82df880f0a29,10,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.5, 0.3]",Center Forward,"[106.1, 46.6]",0.9368,,Goal,Open Play,266424,True,1,True
119177,eaef5097-ae00-4132-8995-77f69a0e22ea,13,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 48.0, 6.0]",Right Center Midfield,"[102.7, 53.2]",0.863073,,Off T,Open Play,266424,,0,False
119178,ac6d79fe-4f88-415f-ab5d-228c099c08fc,23,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[118.7, 42.9, 0.2]",Left Wing,"[95.8, 22.2]",1.1253,,Saved,Free Kick,266424,,0,False
119179,79020dae-ae5a-40fc-94d3-1f66d8167296,24,Barcelona,Regular Play,Barcelona,Sergi Roberto Carnicer,"[120.0, 40.9, 4.7]",Right Wing,"[108.9, 40.3]",0.8374,,Off T,Open Play,266424,True,0,False
119181,f02a2df9-2738-4190-994a-e2b44069796f,38,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 40.1, 0.2]",Left Wing,"[113.6, 29.0]",0.7654,True,Goal,Open Play,266424,,1,True
119182,b2bca022-2703-482e-bade-d95bf623275a,45,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[105.3, 54.9]",Right Center Midfield,"[102.4, 57.9]",0.2908,,Blocked,Open Play,266424,,0,False
119183,55a6f520-93dd-42dc-8a3c-838aa95505b1,46,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[119.1, 40.4]",Center Forward,"[113.8, 36.7]",0.38,,Blocked,Open Play,266424,,0,False
119184,479b2521-af02-49a8-a5b2-196518db1a0e,47,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[113.3, 40.5]",Right Center Midfield,"[111.7, 40.5]",0.069,,Blocked,Open Play,266424,,0,False
119188,2034a598-6a8b-4a48-9f33-e0734ca96b0d,51,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[119.1, 37.1, 2.3]",Left Wing,"[95.6, 33.4]",0.8987,,Saved,Free Kick,266424,,0,False
119189,cff5edb8-e0a9-43a2-ae8f-87953ac9e682,52,Barcelona,From Corner,Barcelona,Andrés Iniesta Luján,"[120.0, 43.9, 2.1]",Left Center Midfield,"[103.2, 46.6]",0.7799,,Goal,Open Play,266424,True,1,True
119190,fa996f28-8b91-42a0-8c7f-8da04194558f,54,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 35.8, 0.5]",Center Forward,"[113.8, 28.2]",0.3691,,Off T,Open Play,266424,,0,False
119194,1973ccbc-e1b2-409c-808c-55e2bd3fa5ac,65,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[113.0, 34.5]",Right Wing,"[108.0, 32.1]",0.2267,,Blocked,Open Play,266424,True,0,False
119195,31e9ee84-0a9b-4907-ba7b-001f479b5f1c,67,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[97.8, 35.5]",Right Wing,"[88.6, 35.5]",0.4673,,Blocked,Free Kick,266424,,0,False
119197,a299a699-468c-4389-94d7-32491f3b9ce8,73,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.2, 0.7]",Center Forward,"[108.7, 45.7]",1.0005,True,Goal,Open Play,266424,,1,True
119199,05e40871-0dc8-4099-ad2d-df621ffda8a5,81,Barcelona,From Throw In,Barcelona,Munir El Haddadi Mohamed,"[120.0, 50.5, 0.2]",Right Center Midfield,"[86.5, 47.3]",1.8526,,Off T,Open Play,266424,,0,False
119200,039bf087-742d-4c48-84d0-aaf0168ed8ab,85,Barcelona,From Free Kick,Barcelona,Munir El Haddadi Mohamed,"[120.0, 35.0, 6.0]",Right Center Midfield,"[107.7, 41.9]",1.1023,,Off T,Open Play,266424,,0,False
119202,04f3361e-a3a2-4e08-b437-7ff4855fdd5f,88,Barcelona,From Keeper,Barcelona,Munir El Haddadi Mohamed,"[120.0, 46.5, 0.0]",Right Center Midfield,"[106.2, 40.4]",0.6718,,Off T,Open Play,266424,,0,False
119208,42780d29-0780-4e51-896a-dae433f6b4ef,10,Barcelona,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[117.7, 37.3, 1.5]",Right Wing,"[107.9, 27.1]",0.4095,,Saved,Open Play,266467,,0,False
119209,087d3aa2-9fe5-4b04-99c0-d56476ffb083,14,Barcelona,From Goal Kick,Barcelona,Neymar da Silva Santos Junior,"[113.8, 35.8, 0.5]",Left Wing,"[106.3, 28.2]",0.3795,,Saved,Open Play,266467,,0,False
119212,82dbe2d6-6961-4bf8-8dd5-714e239f0b9f,20,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[100.9, 33.2]",Right Wing,"[98.1, 32.3]",0.0618,,Blocked,Open Play,266467,,0,False
119213,fe51928d-83aa-435f-bb90-6b6062f05fb2,21,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[108.0, 41.8]",Right Wing,"[102.9, 43.7]",0.1998,,Blocked,Open Play,266467,,0,False
119219,f29c7fe0-3a33-459b-af9f-c9fd61314d92,39,Barcelona,From Corner,Barcelona,Neymar da Silva Santos Junior,"[112.1, 47.7]",Left Wing,"[109.9, 50.3]",0.0999,,Blocked,Open Play,266467,,0,False
119221,047c2728-2998-405a-86bb-9af4502c3a00,46,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 33.9, 5.1]",Left Wing,"[106.1, 28.1]",0.832,,Off T,Open Play,266467,,0,False
119223,a8f6ab14-7522-4ff4-9019-e3268f74b710,52,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 44.0, 1.1]",Right Wing,"[107.4, 40.1]",0.7445,,Post,Open Play,266467,,0,False
119224,cbf63663-5e8b-4948-920d-260463d84bc1,54,Barcelona,From Free Kick,Barcelona,Gerard Piqué Bernabéu,"[120.0, 41.4, 3.4]",Right Center Back,"[109.7, 40.4]",0.8969,,Off T,Open Play,266467,,0,False
119225,2a7c23f2-5c65-4512-981f-ff239e76d89a,55,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[114.6, 35.6, 1.1]",Right Wing,"[105.2, 28.6]",0.3711,,Saved,Open Play,266467,,0,False
